07DD011,ATHABASCA RIVER NEAR OLD FORT,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,JASON.FRIESEN1,,,,,08NH119
07SC002,WALDRON RIVER NEAR THE MOUTH,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,IAN.JUNKER1,,,,,06FD002
10QC003,CONTWOYTO LAKE AT LUPIN MINE,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,LUKE.NIXON,,,,,
07SB001,GREAT SLAVE LAKE AT YELLOWKNIFE BAY,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,IAN.JUNKER1,,,,,
07SB012,DUNCAN LAKE NEAR YELLOWKNIFE,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,RICH.KLAKOWICH,,,,,
07SB015,BLUEFISH LAKE NEAR YELLOWKNIFE,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,RICH.KLAKOWICH,,,,,
07SB013,BAKER CREEK AT OUTLET OF LOWER MARTIN LAKE,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,IAN.JUNKER1,,,,,
07SA002,SNARE RIVER BELOW GHOST RIVER,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,RICH.KLAKOWICH,,,,,
07SA004,INDIN RIVER ABOVE CHALCO LAKE,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,RICH.KLAKOWICH,,,,,
07SA008,SNARE RIVER ABOVE INDIN LAKE,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,RICH.KLAKOWICH,,,,,
07SB003,YELLOWKNIFE RIVER AT INLET TO PROSPEROUS LAKE,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,RICH.KLAKOWICH,,,,,
10UH013,LAKE GERALDINE NEAR IQALUIT,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,JASON.FRIESEN1,,,,,
10UH012,INFLOW TO LAKE GERALDINE NEAR IQALUIT,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,JASON.FRIESEN1,,,,,
10LB007,TIEDA RIVER NEAR THE MOUTH,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,LEE.ROSS,,,,,
10JE002,GREAT BEAR LAKE AT HORNBY BAY,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,RYAN.LENNIE,,,,,
10VC002,MECHAM RIVER NEAR RESOLUTE,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,JASON.MYLES,,,,,
06LC001,KAZAN RIVER ABOVE KAZAN FALLS,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,MICHAEL.KELLY,,,,,
07DD003,EMBARRAS RIVER BELOW DIVERGENCE,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,JASON.FRIESEN1,,,,,
06LA003,ENNADAI LAKE NEAR ENNADAI,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,MICHAEL.KELLY,,,,,
06KC003,DUBAWNT RIVER AT OUTLET OF MARJORIE LAKE,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,MICHAEL.KELLY,,,,,
06MA006,THELON RIVER BELOW OUTLET OF SCHULTZ LAKE,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,MICHAEL.KELLY,,,,,
07TA001,LA MARTRE RIVER BELOW OUTLET OF LAC LA MARTRE,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,RICH.KLAKOWICH,,,,,
10KD009,CHICK CREEK ABOVE CHICK LAKE,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,RYAN.LENNIE,,,,,
10LB004,LOON RIVER NEAR THE ARCTIC CIRCLE,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,LEE.ROSS,,,,,
06OA007,BROWN RIVER AT THE OUTLET OF BROWN LAKE,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,MICHAEL.KELLY,,,,,
07SB017,PRELUDE LAKE NEAR YELLOWKNIFE,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,RICH.KLAKOWICH,,,,,
06JC002,THELON RIVER ABOVE BEVERLY LAKE,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,MICHAEL.KELLY,,,,,
10UH001,SYLVIA GRINNELL RIVER NEAR IQALUIT,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,JASON.FRIESEN1,,,,,
10RC002,MEADOWBANK RIVER ABOVE NANAU LAKE,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,MICHAEL.KELLY,,,,,
10PB003,POINT LAKE NEAR THE OUTLET,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,STEVE.MORIN,,,,,
10PA001,COPPERMINE RIVER BELOW DESTEFFANY LAKE,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,STEVE.MORIN,,,,,
10QD001,ELLICE RIVER NEAR THE MOUTH,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,STEVE.MORIN,,,,,
10VK001,RUGGLES RIVER AT OUTLET LAKE HAZEN,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,MICHAEL.KELLY,,,,,
10RC001,BACK RIVER ABOVE HERMANN RIVER,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,MICHAEL.KELLY,,,,,
10PC005,FAIRY LAKE RIVER NEAR OUTLET OF NAPAKTULIK LAKE,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,STEVE.MORIN,,,,,
07QD007,TALTSON RIVER BELOW HYDRO DAM,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,LUKE.NIXON,,,,,
07SC005,BARNSTON RIVER NEAR THE MOUTH,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,IAN.JUNKER1,,,,,
10QA001,TREE RIVER NEAR THE MOUTH,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,STEVE.MORIN,,,,,
10RA001,BACK RIVER BELOW BEECHY LAKE,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,STEVE.MORIN,,,,,
10RA002,BAILLIE RIVER NEAR THE MOUTH,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,STEVE.MORIN,,,,,
10TF001,FRESHWATER CREEK NEAR CAMBRIDGE BAY,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,STEVE.MORIN,,,,,
10PB001,COPPERMINE RIVER AT OUTLET OF POINT LAKE,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,STEVE.MORIN,,,,,
10LD001,MACKENZIE RIVER AT FORT GOOD HOPE,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,LEE.ROSS,,,,,
10JB001,JOHNNY HOE RIVER ABOVE LAC STE. THERESE,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,RYAN.LENNIE,,,,,
10JC003,GREAT BEAR RIVER AT OUTLET OF GREAT BEAR LAKE,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,LEE.ROSS,,,,,
10KA006,JUNGLE RIDGE CREEK NEAR THE MOUTH,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,LEE.ROSS,,,,,
10KD001,MACKENZIE RIVER AT SANS SAULT RAPIDS,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,LEE.ROSS,,,,,
10ZZ099,NWT WAREHOUSE 1,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,,,,,,
10PC004,COPPERMINE RIVER ABOVE COPPER CREEK,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,LUKE.NIXON,,,,,
10KC001,MOUNTAIN RIVER BELOW CAMBRIAN CREEK,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,RYAN.LENNIE,,,,,
10JA002,CAMSELL RIVER AT OUTLET OF CLUT LAKE,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,STEVE.MORIN,,,,,
10HA004,KEELE RIVER ABOVE TWITYA RIVER,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,RYAN.LENNIE,,,,,
07SB020,YELLOWKNIFE RIVER ABOVE QUYTA LAKE,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,RICH.KLAKOWICH,,,,,
06JA001,THELON RIVER AT THE OUTLET OF DOUBLE BARREL LAKE,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,IAN.JUNKER1,,,,,
06KB003,DUBAWNT RIVER ABOVE DUBAWNT LAKE,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,IAN.JUNKER1,,,,,
07RB001,LOCKHART RIVER ABOVE OUTRAM LAKE,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,IAN.JUNKER1,,,,,
07NBQ01,SLAVE RIVER AT FITZGERALD WQ,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,,,,,,
07KCQ01,PEACE RIVER AT PEACE POINT WQ,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,,,,,,
07DDQ01,ATHABASCA RIVER AT 27TH BASELINE WQ,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,,,,,,
10NB001,ANDERSON RIVER NEAR LAC MAUNOIR,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,,,,,,
10JA003,CAMSELL RIVER ABOVE LAC STE. CROIX,Hydrology Station,YELLOWKNIFE,YELLOWKNIFE,NORTHWEST TERRITORIES,ACTIVE,,,,,,
05OB016,SNOWFLAKE CREEK NEAR SNOWFLAKE,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,COLIN.DYCK,,,,,
05OB021,MOWBRAY CREEK NEAR MOWBRAY,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,COLIN.DYCK,,,,,
05OC001,RED RIVER AT EMERSON,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,NEIL.FOGG,,,,,
05OG001,LA SALLE RIVER NEAR SANFORD,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,PETER.HERBERT,,,,,
05PG001,WHITESHELL RIVER AT OUTLET OF JESSICA LAKE,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,LARISSA.PASESCHNIKOFF,,,,,
05PH003,WHITEMOUTH RIVER NEAR WHITEMOUTH,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,LARISSA.PASESCHNIKOFF,,,,,
05OB034,GOUDNEY RESERVOIR NEAR PILOT MOUND,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,PAUL.BETTESS,,,,,
05MD801,ASSINIBOINE RIVER AT SHELLMOUTH BRIDGE,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05MG802,ASSINIBOINE RIVER NEAR VIRDEN,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,CONTRIBUTED,,,,,
05NG810,COATSTONE RESERVOIR NEAR DELORAINE,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05PG809,JESSICA LAKE ABOVE JESSICA LAKE DAM,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05LN805,LAKE FRANCIS NEAR ST. LAURENT,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05SD802,LAKE ST. GEORGE NEAR KOOSTATAK,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05MD802,WEST BLUE LAKE AT WEST BLUE LAKE,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05PG812,WHITESHELL RIVER ABOVE WHITE LAKE DAM,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05OJ829,RED RIVER AT EAST SELKIRK GENERATING PLANT,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05PG802,STAR LAKE NEAR OUTLET CONTROL STRUCTURE,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05OF011,BOYNE RIVER NEAR ROSEISLE,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,TREVOR.WOLIGROSKI,,,,,
05OF801,BOYNE RIVER ABOVE CARMAN DAM,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05OG002,LA SALLE RIVER AT LA SALLE,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,PETER.HERBERT,,,,,
05OG801,LA SALLE RIVER ABOVE HAMPSON DAM,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05OG804,LA SALLE RIVER ABOVE ST. NORBERT DAM,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05OG805,LA SALLE RIVER ABOVE STARBUCK DAM (P.R. 332),Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05OG806,LA SALLE RIVER ABOVE SANFORD DAM,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05OG807,LA SALLE RIVER AT ELIE,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05OG808,LA SALLE RIVER ABOVE LA SALLE DAM (P.R. 330),Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05OH802,SEINE RIVER AT STE. ANNE,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05SA003,LAKE WINNIPEG AT VICTORIA BEACH,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,LARISSA.PASESCHNIKOFF,,,,,
05OD802,ROSEAU RIVER ABOVE DOMINION CITY DAM (P.R. 200),Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05OE823,ST. MALO LAKE NEAR ST. MALO,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05NG814,DELORAINE RESERVOIR NEAR DELORAINE,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05NG019,STONY CREEK NEAR BROOMHILL,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,PAUL.BETTESS,,,,,
05NG801,PLUM LAKES ABOVE DELEAU DAM,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05NG803,ELGIN RESERVOIR NEAR ELGIN,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05NG806,SOURIS RIVER ABOVE HARTNEY DAM,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05NG809,PLUM LAKES NEAR FINDLAY,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05OA001,PEMBINA RIVER NORTH OF KILLARNEY,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,COLIN.DYCK,,,,,
05OF009,ROSEISLE CREEK NEAR ROSEISLE,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,TREVOR.WOLIGROSKI,,,,,
05LL014,PINE CREEK NEAR MELBOURNE,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,BRANDON.STUEBING,,,,,
05LL015,BIG GRASS RIVER NEAR GLENELLA,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,BRANDON.STUEBING,,,,,
05MD009,LAKE OF THE PRAIRIES NEAR SHELLMOUTH,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,ANDREW.KALTECK,,,,,
05ME006,ASSINIBOINE RIVER NEAR MINIOTA,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,ANDREW.KALTECK,,,,,
05MF001,LITTLE SASKATCHEWAN RIVER NEAR MINNEDOSA,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,BRANDON.STUEBING,,,,,
05MJ006,PORTAGE RESERVOIR NEAR PORTAGE LA PRAIRIE,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,PETER.HERBERT,,,,,
05OB014,MARY JANE RESERVOIR NEAR LA RIVIERE,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,PAUL.BETTESS,,,,,
05OF026,NORQUAY CHANNEL NEAR HOMEWOOD,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,TREVOR.WOLIGROSKI,,,,,
05OF020,MORRIS RIVER NEAR ROSENORT,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,TREVOR.WOLIGROSKI,,,,,
05PJ001,BIRD RIVER AT OUTLET OF BIRD LAKE,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,LARISSA.PASESCHNIKOFF,,,,,
05OA801,BOISSEVAIN RESERVOIR NEAR BOISSEVAIN,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05OA802,PELICAN LAKE NEAR NINETTE,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05OA803,KILLARNEY LAKE AT KILLARNEY,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05OB806,SWAN LAKE NEAR SWAN LAKE,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05OB019,PEMBINA RIVER NEAR OUTLET OF SWAN LAKE,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,COLIN.DYCK,,,,,
05OB801,CRYSTAL CITY RESERVOIR AT CRYSTAL CITY,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05NG813,OAK LAKE AT OAK LAKE RESORT,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05MF018,LITTLE SASKATCHEWAN RIVER NEAR RIVERS,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,BRANDON.STUEBING,,,,,
05MF801,LITTLE SASKATCHEWAN RIVER ABOVE RAPID CITY DAM,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05MG803,KENTON RESERVOIR NEAR KENTON,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,,,,,,
05MH001,ASSINIBOINE RIVER AT BRANDON,Hydrology Station,WINNIPEG,WINNIPEG,MANITOBA,ACTIVE,PAUL.BETTESS,,,,,
